fid,username,score,wallet,eligible,reason
"915015","longhuy","0.35","0xf32dde1c3846ab291211d9bc2ad9b43471a6a9a1","false","score_below_min"
"213396","gyzsolt","0.88","0xf0e795f51414da582c1ddf6ef82aa3df3c7bbf63","true","eligible"
"361304","garywilbanks2","0.93","0x64c3a78c1398234ac1f85490034e4357d76d1a41","true","eligible"
"989100","nazaninshani","0.31","","false","score_below_min"
"249869","khobau","0.71","0x1b354bcfd40a64a573758173976884756e4b9948","true","eligible"
"519892","dimbag.eth","0.38","0xc4fac5e81775bdd4d0bb32c392fe410a8963a004","false","score_below_min"
"794785","muskan783","0.29","0xfa9252ed6813a094a8f4aeffd29971a34bd6353b","false","score_below_min"
"916014","jaimeleschauves","0.36","0x21e298405039fb678b1d46c0a358ffdff37d4f71","false","score_below_min"
"952628","parsabtz","0.3","0x6f3adb36641a1c99ac67048c0dccb4fb10a91fa4","false","score_below_min"
"573747","sangvo-btc","0.56","","false","no_verified_eth"
"451841","seeimagery","0.98","0x2756dcd696a657824a90a90fcde4d2ac62362351","true","eligible"
"409857","yerbearserker","1","0xc77d66286d8832112225de79717fbaac4727a901","true","eligible"
"479301","aliced.eth","0.89","0xa5d9bf36c5de27f11cadea7f20f3afd625c6ca18","true","eligible"
"240969","afterlife13","0.97","0x085fd8de13087511677983cccdee261cab65aa79","true","eligible"
"274","n","0.99","0xebe9e50473a1dc5018e59923afba121cbdee89d0","true","eligible"
"368989","dante4ever.eth","0.94","0x2784b95ab45b5766a6912c1823ef782a35772dad","true","eligible"
"528924","cocos8","0.47","0x7466ebf3b8af67511f7163ab1e31f928b2e60330","false","score_below_min"
"451799","nomibodla","0.88","0x6dc2d277cca5346c45f1848e19c28f0093ff4029","true","eligible"
"928236","s3pehr","0.38","0x0a3bb6c7254898d7f85357bbe911a179213203c0","false","score_below_min"
"971996","mindtrip","0.83","0x9ce6bc19208b4c84a77b017fbf99e0e64b9f69a1","true","eligible"
"223778","jerry-d","0.95","0xc99af5c773da20e9b909eb44dd6a045937ba31c7","true","eligible"
"636661","silvester","0.24","0x53a6b051032d85a2b7fa009070f18224e77ea310","false","score_below_min"
"977205","theboysmeme","0.16","0x755d9300c55a0bf49bf994bbb907da3bb34b9709","false","score_below_min"
"382827","civort","0.98","0x8bf0091f5166b5c0bdeeb7d769a8c8aa85176b9a","true","eligible"
"335087","jilt","0.89","0x51f16ac6345d21dfd9d54ee9d36d5acc66225cfe","true","eligible"
"846846","ramiflix","0.55","0x1e38b172d629483180abf5515552f7d6da93a45c","false","score_below_min"
"382940","asrin","0.88","0xf106a3c526f8ee64d0a8703bbed3bb0f4a56fbdf","true","eligible"
"795060","shahabazrehmani1","0.31","0x3cba0956a1ef6c4a2dc79be6282bfbfee9d1d0bd","false","score_below_min"
"936896","younus69","0.26","0x8c71566185a7aeeec5d8d571cd7e7fff05a365e7","false","score_below_min"
"865874","sweetlove","0.31","0xd8f49f024f99bfbc6e1da46e9789615c0d7d577a","false","score_below_min"
"874966","gravital","0.33","0x270f307b9c1df27d6dae0dba0572ead86d2284b5","false","score_below_min"
"958071","pr0k0piy","0.45","","false","score_below_min"
"11656","papabearded","0.97","0x1a53b8b97d76cb27e9c1fb9a8087661e2d4842ba","true","eligible"
"899913","salutriri","0.22","0xdd150d4d2befbc891699a492cc3777bd4f99b5df","false","score_below_min"
"899744","nevenm8hai3","0.22","0xbc9b3b9a0e57e14fb407accc9bcc728eada74f3b","false","score_below_min"
"205937","cellar","0.93","0xe5c49b50cf1ea16837b7e47d29e8a45cd4b6eaf2","true","eligible"
"961078","dotwone","0.38","","false","score_below_min"
"836142","akhsan25","0.63","0xccaa51fff3513ad5b7f7bd5891c1d4d7613a3a92","true","eligible"
"888476","ho-it","0.4","0xe004c51d4adfc65f8ea99f93b40309dd189f5631","false","score_below_min"
"944011","paradiselost","0.17","0xbbad064e86fb4f98ef6ddf01a8ef275c1a7a298b","false","score_below_min"
"834652","gaffr","0.03","0xa9cb9f3f7728403114268fc1bbffec117a3d95ba","false","score_below_min"
"824215","ydearynaa","0.13","0x0d6ecd4b08db4787b46d705e864bc6f7437c7ac7","false","score_below_min"
"957951","brunilda","0.42","","false","score_below_min"
"385947","leerooy","0.88","0x30eea02c29a641bbecaf33ef2df426f8d8c922df","true","eligible"
"884575","gangy7964","0.01","0x7ffacb523f19ee1c105f5ec6cc0c0c2846f7bfd3","false","score_below_min"
"805469","m1ner22","0.04","0x4a2b79f6c16c742d9e83d2e5dc230df4fb8eb831","false","score_below_min"
"950639","make-my-gulliver","0.46","0x86722af69249e95273532a3d98c121d73545f235","false","score_below_min"
"918931","hassanaz25","0.42","0xa5d3ff30e07ff0e302972609e86ec62c6396b21f","false","score_below_min"
"780059","mirtil","0.28","0xda5a302fafbcd09be224afab9dcdf000b1e22760","false","score_below_min"
"837046","rhodelle","0.61","0x4f0b49b3d6b43a2ca61212ab6c98c5ec636e0469","true","eligible"
"942360","arshaaraa","0.26","0x8d3ae559de54e1f0947d8c47aceef5c6eaeabecd","false","score_below_min"
"294019","sevo1643","0.63","0x3696ccf5c3dd62fcce6c00d268ef9a00631c95b5","true","eligible"
"882948","sasansmi","0.52","0x90d2518dc894e229ef1d5cf5f283f6017ce082a8","false","score_below_min"
"327403","zudi1907","0.7","0x3fd8f6b1928de355479b5729ef52423a32a5663f","true","eligible"
"378585","devineglo2","0.23","0xf3a561a7a79ef04629af57a7fb9b4843a76fa966","false","score_below_min"
"835262","hedycoork","0.39","0x1be9d04e353ea85aadaf47761ed531fbeba5502a","false","score_below_min"
"654022","knork3","0.36","","false","score_below_min"
"699766","warpboss","0.19","0x43ee52debff10162d8afe05f266f2f2d957c771a","false","score_below_min"
"3966","jackmcdermott","0.97","0xb9447ca592c68d56ee481d5d12adf11db1008a72","true","eligible"
"923150","tranthu-btc","0.44","0x196e7613d1fac1a3bc96e72135b50f24845716fb","false","score_below_min"
"577377","hubei","0.43","0xe30f9a93b96562586aaf385a124dd4a497a21f22","false","score_below_min"
"302916","gapopo","0.59","0x0cda38f039add2feb6c0dd443db972bc43d41163","true","eligible"
"861057","imyunonjin","0.45","","false","score_below_min"
"578927","725","0.47","0xdb6e397898a085bff81cf66bb236a3e76e0e4205","false","score_below_min"
"884173","watermilen688","0.01","0x9a91ec3feb6d0ae699da49f35ff3411a684e8d34","false","score_below_min"
"421765","mohammad999eye.eth","0.78","0x44de2dbd4f271de179768a038f713ca1c89c2fad","true","eligible"
"377453","monosh","0.57","0xc82ec61274482d8a2e0439361957dae1bf309cb6","true","eligible"
"323158","hani1","0.78","0xfb0f6f3e2c4ead649b6b1ba155067430e95eecc1","true","eligible"
"899940","bonethug","0.26","0x462820b83a84a911be9b50d03d9c4f9a49c52a1b","false","score_below_min"
"426017","tontubasak","0.44","0x650980dfc6fd4b7607d1022062bc2f2880b9f7b2","false","score_below_min"
"852968","babang1da","0.21","0xf4c0baa6ea6b7239776420cc2f5db6bf80da3057","false","score_below_min"
"655986","lackgts34","0.19","0x4f425e434783843d84d74d5985427e3779e53a2f","false","score_below_min"
"824081","mcsound","0.19","0x25a3f3b736ada6687b06a5f3fb6c9e47e57930f0","false","score_below_min"
"384973","nevertheless","0.59","0xb7baed4979d0854dc9fb03bc56a662a133616c39","true","eligible"
"861426","selfawareness","0.83","0xf6b7522e2248b6838b1475aaad96bcd1c1012005","true","eligible"
"529673","maanshasss","0.21","0xdfd5e3f850fe3cb4f0cc94e9a28b5409de7265c8","false","score_below_min"
"896908","clizt","0.4","0x29f39b7b42a9148da85fc1eeb0368d7e3a862de3","false","score_below_min"
"780701","dunetw","0.33","0xb054d9af129f057f3e6441a316c0ed58c7f3488d","false","score_below_min"
"389212","bangxen","0.76","0xa0dec165d9b4441a46e7022f347c191c4e233587","true","eligible"
"739310","insu","0.28","0x56c9a93ffab91bc966c14328f904c825b2ae87d3","false","score_below_min"
"623932","roceci","0.13","0xa899dab1785e228826d27451a9f77e8fd5569bcf","false","score_below_min"
"241173","alagbe003","0.55","0x425d8a3f3dc894d2ec4785a048178f421711e91b","false","score_below_min"
"637659","0qveteran","0.01","","false","score_below_min"
"531495","copigamer","0.17","","false","score_below_min"
"852985","nihuyambus","0.28","0xae0acb856142d9d53b2daa1cd8b7517a18042dcb","false","score_below_min"
"682486","freebsd","0.03","0x047709e110e55b7eed7d500eb85716498d8077d5","false","score_below_min"
"390940","assayer","0.95","0x17ddb7427da2acc4892db5c1e76fc15959fa121e","true","eligible"
"856443","etson","0.36","0x23d344a3fe9450753324523425eac8bb6754eb8e","false","score_below_min"
"309310","metamu","0.97","0x2d9cbc4ecfbd1b8f66aa798fd51585ae058daa8b","true","eligible"
"251518","yunzaw","0.51","0xd054315c2ac6c6881f5d88e0ddd14ae7ac8bce47","false","score_below_min"
"861020","xxvortexdark","0.03","0x229c59856f7ef7ec5c19acc2d800c20591e8c7eb","false","score_below_min"
"480691","fairu","0.56","0xfa0e9f4d799990905749e33badec5eb0ff518617","true","eligible"
"568791","kvest","0.41","0xf0acf81d265c1b1d1fb82e8e570b85176d179fe8","false","score_below_min"
"451506","rajeevnisha","0.15","0xe58a58ca94a3b6e6973aadd760ff8d86e94ef954","false","score_below_min"
"872587","shorelife","0.03","0x82ea19d58a26ef1ea9ed17b62adb30ba18c73e0b","false","score_below_min"
"560337","suitlarry","0.28","0xc19b286f632658400a7d8e6793dc866fc1ede2de","false","score_below_min"
"873314","silverforce","0.01","0x1522858af01be3348063703d4b326c8bfbfb6b6f","false","score_below_min"
"421645","btcwin","0.53","0x03ea7dea4b377c9b9570814aa274ca19837485cc","false","score_below_min"
"478965","alhemi.eth","0.55","0x9108534c00fbe3f1b3170d387eb3728e516bf4ed","false","score_below_min"
"270269","mdalhe.eth","0.51","0x5dad5b8c4b640305585bf4586713bad0fe992dd6","false","score_below_min"
"236636","zeronftt.eth","0.97","0x1198667d6cc00afa078dd4333f8328d8870f3c6d","true","eligible"
"494571","aleksandrvo","0.35","0x70d5e220c1f82f4d99c727eb35e8ae9c75119abe","false","score_below_min"
"882505","saqlainabbas","0.56","0xf4805150ecdc30294f7a0ab0d12fc3b7293205ab","true","eligible"
"572765","rizwan29","0.3","0x060ccc6a55679b71154b0aea8facab3894e5b483","false","score_below_min"
"617850","gta6","0.43","0x866a050c737fd633496948ec15300dce9fab10e4","false","score_below_min"
"210629","br3no.eth","0.96","0xf3abc40f8799daac47928d59c83c7f378bdc6c21","true","eligible"
"666455","dizurrant","0.04","0xeaefc4b02dc99945e70ec3d3b7496722655a447d","false","score_below_min"
"652977","axyet","0.01","0x5ba840945bce6e534309be74c7aad7f57d6cc3d1","false","score_below_min"
"196238","simitej","0.44","0x7bcdffc9adf07f9b69bd34b8fa7c3f94c8dc3b6c","false","score_below_min"
"302918","kaikub","0.66","0xfc7857fcadf861ea9bd6915de1eb2b3fafd8d212","true","eligible"
"652899","saerwu","0.03","0xab34ce91d9ee39fc3ed9efd57096a8467e664d2e","false","score_below_min"
"585285","tiagoalam","0.29","0x0a440509c34877f183495cc3961ce6b1113a0754","false","score_below_min"
"666946","karodanz","0.01","0x0d41b7ef062d47e155474905b0f7333d888fbec8","false","score_below_min"
"665312","nisin","0","0xbb51fed8deaf924f581a1f43997ca43374b79139","false","score_below_min"
"192439","641991","0.53","0x192f57b5944ab0560fe8dcb7730fff5b1e76ffb2","false","score_below_min"
"766152","ljanikoljaniko","0.05","","false","score_below_min"
"680675","digitaldrifter1","0.16","","false","score_below_min"
"586713","kingslayer480.eth","0.42","0x4a4404d79268c4e25222da1595a91b977249cc01","false","score_below_min"
"365672","0xfae","0.96","0x4179fe925903a4e9fce03638706234ad869e12f6","true","eligible"
"680739","bytebuccaneer1","0.17","","false","score_below_min"
"877268","anktox","0.34","0x8e4eee7ded1a8ab0531e5c02d75bf5f2df100040","false","score_below_min"
"714274","tarasvasilevou40","0.14","","false","score_below_min"
"257519","bellacintya","0.3","0x9dca5e3cce93d6b34e328bc6d91cd1022137825b","false","score_below_min"
"714463","laevcv","0.02","","false","score_below_min"
"541870","mohammadyeasin","0.5","0x74169c5e57ba07242503df1389801d29676f8594","false","score_below_min"
"766153","hailfe","0.04","","false","score_below_min"
"277012","rony500","0.35","0x79103feddff4a42eb608ba1d0994ee0d87699019","false","score_below_min"
"660839","hesys","0.04","0x1ff221a5da616499390fff90c5ebc3b475099ef0","false","score_below_min"
"671692","cryptovoyager12","0.02","","false","score_below_min"
"876547","kimtl","0.31","0x3b6bb4a0031076f35ec1d5cfe3de77783cf02e1b","false","score_below_min"
"846830","qudarif","0.01","","false","score_below_min"
"695876","vladbor","0.01","","false","score_below_min"
"667042","karbonara","0.01","0xa885d47fb6470e958c804b68bbc4e427f410866f","false","score_below_min"
"766264","versiepi2zb","0.16","","false","score_below_min"
"666281","leonka","0.06","0xe3424ece1d4786eb7420a54b271282af4fb35e8e","false","score_below_min"
"671964","pixelpioneer2","0.03","","false","score_below_min"
"546310","keepkal","0.31","0x72cbc03e1d5c4b714f071b845e471fc807830d00","false","score_below_min"
"321764","hyrae","0.98","0x1326b0396197bf0a49ca286a8fce1f2835a97d66","true","eligible"
"195666","spq","0.46","0x644e420066bc23683ab77ba8250079c5bcd4dca7","false","score_below_min"
"739204","hg219","0.03","","false","score_below_min"
"670042","tesolla","0.01","","false","score_below_min"
"666008","jarosalle","0.01","0xee3ea11b04ce9fce0966f9cc1377d1db8d556932","false","score_below_min"
"576196","lovenme","0.37","0x1d684263acffc608bec30d0fe4f4775ced7c56d9","false","score_below_min"
"680604","satoshiseeker1","0.04","","false","score_below_min"
"780807","wathelet","0.44","0x15db83e55a57f45f066b00a3755d878a51ca910b","false","score_below_min"
"666494","worari","0","0xff754c1a0106de2ee448ed084f5abd0338c55486","false","score_below_min"
"443305","kimsungok","0.7","0x9fc3f9c82fd76df4677393efad2151e174a5391a","true","eligible"
"291967","000th","0.62","0xaaba6c12e38c2b3c5a7f6a87a3b07e1975ba090f","true","eligible"
"859801","gynard","0.03","0x5949a34607f8b3d35c1c043a8b6608fbc649c79d","false","score_below_min"
"253999","kish696","0.55","0x611614cfcf7f19aca3fcc7a09e4bb77cf5f398f7","false","score_below_min"
"792911","hopeflower","0.01","0xd71b214598c5e9f402c974b26ab7797f201694b5","false","score_below_min"
"829630","nalendaie","0.01","0x1045b34bf26304b3fb0ef3ec6c86504424c78313","false","score_below_min"
"864281","georgechavez","0.04","0xa267714d31f02bdf79859a09bf5a354775a03ff1","false","score_below_min"
"827553","lazerlaycook","0.03","","false","score_below_min"
"865048","estelaelliot","0.05","0x33ae77ddf50384e78cabcd2b4e81ebd4f52446c4","false","score_below_min"
"864800","carriebeasley","0.05","0x3d6a39a24e805240e101519b2772360dfce83359","false","score_below_min"
"850433","qostna","0.17","0x6874ca76fee2a5258a80969cf84892e53725309c","false","score_below_min"
"655297","porncast","0.03","0xd317cc5f82ac63f47d7e0fd993aa431ffe372265","false","score_below_min"
"850789","donnagray","0.04","0xb0aae1e0845b55d5787bfc903ab520497a8c1882","false","score_below_min"
"666859","harabri","0.03","0xaa588a68ed28328c4f3d0a48b6bd56dec3123b23","false","score_below_min"
"809526","yieldnest","0.07","0x573042bd97e960648c95794f05a5c971d4f8cba0","false","score_below_min"
"850813","marylloyd","0.04","0x72619f77a2c8cc5b3f28cc63cd2bb7957fec2e70","false","score_below_min"
"847466","itarvau","0.01","","false","score_below_min"
"828047","jiddann","0.07","0x87c975a7b3cc276afd921f19e8644f092895c830","false","score_below_min"
"686262","siviy","0.47","0xebe4514e0e6bff1f0a3e58c340664ea3993f980d","false","score_below_min"
"872678","goldpilgrimage","0.01","0x36c8cc3ffe6d090ee98a08252c0f08cc7e8ef883","false","score_below_min"
"808219","zepetox","0.03","0x955a39542aaefdf633c5be81e1c93676cbedb5f2","false","score_below_min"
"864768","carolinerutledge","0.04","0x28ef9e0e0c2470efa69fcd0b85aaa42ddc73d645","false","score_below_min"
"864839","jamesschoonover","0.04","0x30ba9c2be85cc9e4ad76f835ab72cf7319f2bdd0","false","score_below_min"
"653438","yolo2000","0.53","0x6e7a6dcb198440963deaa468628a246a290eff4b","false","score_below_min"
"873719","haydi","0.05","0x171ef23ae0ddde36155f8f2dd95a7aeb0e31bc87","false","score_below_min"
"850893","rangerwill12","0.01","","false","score_below_min"
"842089","millergeorge","0.05","0xe3093f451ab8ca97228f10d54668c8fc784d9c99","false","score_below_min"
"852585","swagsetsunai690","0.01","","false","score_below_min"
"666031","girerdey","0.01","0x4306358e45efa0ce01efc9d0c4ef819abcaef329","false","score_below_min"
"851513","charlescurtis1","0.05","0x72723f7ff7b8749ce846ccc20294e9c786c7d1f7","false","score_below_min"
"653001","dirou","0.01","0xd01d5b09adf4f10768be3d8da86c504e30a070fa","false","score_below_min"
"852890","partysupplies","0.04","","false","score_below_min"
"618244","georgegarcia","0","0x863e1a19e241ffb4c7b5b43f1420618338bf4521","false","score_below_min"
"393713","sparkish","0.37","0x622c1960673e7cc7d756d2d7203966b390ca45dc","false","score_below_min"
"714409","lehago","0.02","","false","score_below_min"
"441380","veaut","0.25","0x12b4b26781fab233da2da988df788e4c7651d20d","false","score_below_min"
"393530","bumbling","0.34","0xae247773f37b169335b3d31a172f06cee2086f8b","false","score_below_min"
"669717","waqunvo","0","0xa158a243d372b8121f2e7575d13aebc3392be366","false","score_below_min"
"780350","hrugkie","0.17","0xb5ee9d9a7cb8246e187142f7cf9c4099609fba6c","false","score_below_min"
"780111","pikipluggie","0.13","0x44bb70a80d76b8205b188e882c9dcd14431a8118","false","score_below_min"
"868681","zacharycooper","0.01","","false","score_below_min"
"873714","mandovillia","0.04","0x4d01999b0a149d770db7d671fdf234e289a1343a","false","score_below_min"
"392360","skittlesa","0.37","0x250ba98552850cf197ada374ffac75fef54f7d70","false","score_below_min"
"873710","kimbersmiths","0.03","0xea4b866c322f7d803f3413bad7ad56f4938dcce3","false","score_below_min"
"864654","michaelaust","0.05","0x6cb38099702f4ce06d44796e58b34306d4a540bb","false","score_below_min"
"680573","tokentrekker","0.02","","false","score_below_min"
"617316","jacquesderrick","0","0x9b3e5aac697e0135114b8fa112f833173d354299","false","score_below_min"
"755264","lepron","0.04","0x9ad64ae6aa5fd99fd762492b3b9d1c53d555aa5e","false","score_below_min"
"665114","usicont","0","0x9a5a710a5096931fa514fb9d01e77fb7d81588cf","false","score_below_min"
"223367","banlamduocma","0.8","0x02b5fd2a1e3b7ccb1431328a036588dd72d8cec1","true","eligible"
"855221","sugartypeg","0.1","0xc6a6b19c9f6a58d36e2a19254bb1f8a7944046b6","false","score_below_min"
"766236","marylouise","0.15","","false","score_below_min"
"664920","velaiua","0.01","0xe64d81446233430dc430c6acacf8da1dacc3e5e8","false","score_below_min"
"855959","emission","0.04","0x08ec083f0f6549a0f2c8ed011554f6ece7418531","false","score_below_min"
"864587","lazerfack","0.17","","false","score_below_min"
"809528","9quantum","0.04","0xf224dffc99a083437ed822795edb75907466ee17","false","score_below_min"
"789878","lewiafan","0.04","0xf6a903d37caad82854a3caaacb4ff322774ba358","false","score_below_min"
"747075","itachionethgod","0.04","0x2c0eaafed835517c969f565752af6aff353991ec","false","score_below_min"
"750500","tapp41k","0.04","0x4c86ef5e32c91fc3adb308e645eedf2ff566959e","false","score_below_min"
"392087","invasiondivide","0.24","0x4ac80d290f86c89311e535ed1293d2cf508e87a8","false","score_below_min"
"842786","vhartman","0.03","","false","score_below_min"
"851906","thanksforyou","0","0xe9ed5453b02f525095c7721931667bf294a8b4d4","false","score_below_min"
"690424","ironphoenix","0.1","0xfc17b83115a134a78616568bdbcdc812a086996e","false","score_below_min"
"444323","herojik","0.72","0x11316ebfd1486c632c6d2f58f7af992b9a0ebf74","true","eligible"
"858527","grydraze","0.13","","false","score_below_min"
"868696","evelyncarter","0.01","","false","score_below_min"
"869211","nervish","0.16","0x7c54797c6cd94e9ff36272f7085c5ef1ca2ba51d","false","score_below_min"
"868794","eliasbell","0.01","","false","score_below_min"
"867174","seregalegenda","0.02","0xf2ac5240ff46542e97f8d5eeed46225109516dea","false","score_below_min"
"710853","cryptozenmaster","0.03","0x3b2f20dc0d7464df014b85f62e6eb4f96eaa3aff","false","score_below_min"
"837727","fthomas80","0.19","0xab82da5f2ccfe44daa1009d7d72ad36ff5a52c8b","false","score_below_min"
"841483","schultzbradley","0.19","0xfdbdbc07253b2813758b2f93927bc05145d7b868","false","score_below_min"
"840773","uanderson31","0.24","0xab4d2345e4bae23d3407a99efdf1f3b5d6ab2167","false","score_below_min"
"837466","gregorylamb","0.21","0x52c1fe76f2bf231d269df41c5585bd902a7342dd","false","score_below_min"
"666761","cosmonu","0.01","0x6e63af384a14dda04cd3fed54fbe5072afbe0c03","false","score_below_min"
"864437","peperoni","0.16","","false","score_below_min"
"778298","pward","0.14","0x63247c476dd72a9b1bb217d9b96f411465cd49e8","false","score_below_min"
"672964","braden48","0.14","0x3cf34b2c454759aca1f605fab91495c28ab2ccfa","false","score_below_min"
"838703","abyrd","0.2","0x864f377812496710f068a41a27be0a8503ccea36","false","score_below_min"
"812959","cewa","0.38","0x9f2c5050d39769c3e178c0c10e514b8ecaf530b3","false","score_below_min"
"665473","mearar","0.03","0x351efb7a12a4780193332990972ef092b761565c","false","score_below_min"
"840678","fazz","0.21","","false","score_below_min"
"848460","zenko6k","0.04","0x913622caca527d52f257c1368416d6a492c59a8c","false","score_below_min"
"793376","n33d-413","0.06","","false","score_below_min"
"848379","confused","0.05","0x1e6eb497842b48df51aaa6eef88afdcb66003dc1","false","score_below_min"
"816398","lizayo","0.35","0x8d27cd0d2ebc6877c65d938b35f162cceff5e562","false","score_below_min"
"873606","chirker","0.05","0xa883569009ccb6ddc6331b2d1670136b3a130222","false","score_below_min"
"826203","karenmillersv","0.33","0x3c4108b980beec4a0b120a638bd52c5788186dd4","false","score_below_min"
"846517","merked","0.06","0x8215b3d50d1563955485c0e5d3638df843e04d58","false","score_below_min"
"848385","landtheaxolotl","0.13","0xd6e004d119ac022eb206e49f548ddb0ef979c4a5","false","score_below_min"
"848324","borthdag","0.03","0x356c2dd62d85cd65c6f6452f987a2e5627ce18df","false","score_below_min"
"850923","lokizeme","0.02","","false","score_below_min"
"746585","twittercast","0.11","0x161860af6d48931f91aa580ec22ee9b4d5a9fb33","false","score_below_min"
"821583","thatguyderpie","0.01","0x4de97f3d9d21be5d4375e3b8fc7a3a5752c2bbfe","false","score_below_min"
"848386","assaliantmiller","0.12","0x57ba71c9fefedb74d06d4af3f1dee7ca737358d9","false","score_below_min"
"850092","spikesy","0.01","","false","score_below_min"
"860704","snifflers","0.23","","false","score_below_min"
"809703","gamefii","0.17","","false","score_below_min"
"792157","isabelladavis99","0.04","0x1fd6afcc9f28c5c48408b5856ba6177c8aa0c12e","false","score_below_min"
"810961","max0t","0.3","0x970748ebaf719cdc46a417dd0ffcced1ece2524f","false","score_below_min"
"851587","boll25","0.01","0x8e72863bf638dc2e8336ce8d24b83e98e2746b57","false","score_below_min"
"660314","karenbaker","0.01","0xa1f6756b28961f3dca0ae065139094d80cb40a74","false","score_below_min"
"854699","tiptiptip","0.07","0x4539a69b8b2e93c9ccd05ea98ae61be8c81834ca","false","score_below_min"
"864512","gfest","0.07","","false","score_below_min"
"843882","creepyds1074","0.02","","false","score_below_min"
"840941","overtakeblake","0.02","","false","score_below_min"
"729283","zoxuo","0.1","0xe52f237fb8234876846a5ec9528ae41e3926b443","false","score_below_min"
"849774","lethargy","0.03","","false","score_below_min"
"816781","ere1","0.35","0x1c3e5f1b16cb42b56654a10bf88810b94fb006c6","false","score_below_min"
"849810","marksmad","0.03","","false","score_below_min"
"844025","imaseal","0.02","","false","score_below_min"
"855954","notifier","0.17","0xa487270cb2309a931df9f422517b58e1c03c8efa","false","score_below_min"
"842407","bangblade","0.04","","false","score_below_min"
"840965","conjuration","0.02","","false","score_below_min"
"841349","nerdyboy22","0.02","","false","score_below_min"
"844094","stormshot","0.02","","false","score_below_min"
"844028","dukvonduky","0.03","","false","score_below_min"
"849792","overgrownllama","0.04","","false","score_below_min"
"841344","emnasti","0.02","","false","score_below_min"
"849839","backendkobe","0.02","","false","score_below_min"
"837195","lukakorsa","0.09","0x2d2ee4b775283ad59efe81bcd87d381dcd58b939","false","score_below_min"
"838986","belkanavar","0.01","0xf36ba889011af2d54b2e61574fe0bfdd9d8bb506","false","score_below_min"
"843992","psykho","0.03","","false","score_below_min"
"849806","brent2828","0.02","","false","score_below_min"
"840943","chubbywolf","0.02","","false","score_below_min"
"673273","ershat","0.03","0x54c19bdb94a8efe872ec60915b407d3f85867169","false","score_below_min"
"868836","zoeyturner","0.01","","false","score_below_min"
"857379","muffly","0.01","0xec5aa25f0061d680c590b771dd26ebf17483f939","false","score_below_min"
"858081","dragongod","0","0xb743d514692bf1dbf185de65b8adb8ba96bda1b3","false","score_below_min"
"669614","wnalbam","0.04","0x0b32ae12977f8375d77b83f3b1d468bd7c125799","false","score_below_min"
"853566","tharxer","0.01","","false","score_below_min"
"873652","mckinkey","0.05","0x070821e4763d389c7016b5e00c7ab27264a7fd66","false","score_below_min"
"695868","nikkita","0.02","","false","score_below_min"
"766341","lopezj","0.04","","false","score_below_min"
"618300","abramson","0","0xa9994f342544cb844a6ad6f8b1ff01171e2e58d3","false","score_below_min"
"789971","yogamaster","0.04","0x36671ef0c25e9b0b85294f33c4643caf65ab847e","false","score_below_min"
"853761","lynjorthar","0.02","0x83e6a4452088119ee7e17d13e419316c76dd14ee","false","score_below_min"
"844284","lostsoulplayer","0.01","0xc9ce55db09979c17ce899a2604a12a2dec21569d","false","score_below_min"
"853956","xertharthar","0.01","0xdbd42621948fd77ec45b2854920f7e9fcd4292a6","false","score_below_min"
"666323","harabuse","0.03","0x84c3471f2a671c030d5bb2c8168252b2424d2c02","false","score_below_min"
"854199","dradra","0.06","0x2e63d5ecc7bc42f12059ede53ec9d6635d94a072","false","score_below_min"
"841190","oacharya","0.19","0x3ef95ff15ec30ef71757569ea4be3acfd6bbf0fe","false","score_below_min"
"838020","benjamin52","0.13","0xb53fe404b324f391178196ae67915a91d8fd4e36","false","score_below_min"
"686980","pigus","0.04","0x80231a6c05de5eecf1da852dfe066e96c5d8d9fe","false","score_below_min"
"869166","ultramar","0.02","0xfd9ae4f637d554c0e5282e51c2d4548061feabe2","false","score_below_min"
"869128","vityanchik","0.13","0x9e49ecfafeec036220f1c2e0f4d882c94d7cd5e1","false","score_below_min"
"837634","bettyburke","0.19","0x541bb022f1278fc46d3af583296c1844f5d246de","false","score_below_min"
"824139","marivkah","0.04","","false","score_below_min"
"872526","lilymorris","0.04","0xe3c5aae2ef96b3d93a871f15e3f3a7c1a26c0e4b","false","score_below_min"
"792224","rodriguezamelka","0.04","0x112a1446b30df07bf37cd49d4232f4fc1b86ab51","false","score_below_min"
"765053","aizek8843","0.11","","false","score_below_min"
"788469","8sophiamiller8","0.08","","false","score_below_min"
"826150","buffyboard","0.3","","false","score_below_min"
"847788","traumatic","0","0x5d4f1cae09ba68c404d65d75b65b8d558242fbdb","false","score_below_min"
"613953","cardvisa","0.19","0x45279fecf2bbe96df8a3af8ae29fab875e02f28e","false","score_below_min"
"777317","joyleey","0.16","0x3d12bfe35efc3c1a46a32e4ab41bdcbbeaf2ef73","false","score_below_min"
"843924","victornara","0.02","","false","score_below_min"
"607490","reliabillity","0.24","0xa5ca95439c3181282859b9fe7c2494fe8d23bb7d","false","score_below_min"
"792258","whitehaizenberg","0.04","0xfebfe2463d222791afb5cd38f1f5b901190c937f","false","score_below_min"
"687133","arcegio","0.12","0x2343e789e6c99856a8617ebb143da9fc42f840c0","false","score_below_min"
"789433","slimee","0.05","","false","score_below_min"
"818407","angelife","0.05","0x6ec6a13bba5615e251c3e695104823983b42b2a7","false","score_below_min"
